"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat","scenario"
"B_s[1,29]",-1.93242473231026,0.00101316949867,0.182586622104563,-2.30008388228862,-2.05330153141829,-1.92963730905349,-1.80928837715407,-1.57952046613941,32476.8346672433,0.999923748730517,"deliveryman-regret"
"B_s[1,30]",1.94607641118303,0.0010026986283592,0.180481345682503,1.60183145896551,1.8232600551447,1.94196409123054,2.06553528141056,2.31295831593792,32398.41761766,0.99988426207924,"detective-disprove"
"B_s[1,31]",-2.21857661708309,0.000965648914065636,0.181122708044376,-2.58058164903073,-2.34020942669499,-2.21590197102322,-2.09503296202807,-1.87063875523916,35180.928148099,0.999939133744946,"director-congratulate"
"B_s[1,32]",0.358008009983721,0.00131790749005303,0.200058242974729,-0.0308247068440379,0.223393391555068,0.356365633044138,0.493706169848691,0.749930747786787,23043.2137348472,1.00006181576083,"dishwasher-complain"
"B_s[1,33]",-2.52176269831038,0.000933357640842302,0.180041249517643,-2.88316128021236,-2.64041513020859,-2.51797174671887,-2.39932266574357,-2.17852440833905,37208.9883497013,0.99996203318405,"diver-fear"
"B_s[1,34]",-2.33559830240301,0.000975041946872267,0.185281831316489,-2.71121608123098,-2.45918124098649,-2.33138453619289,-2.20784498129182,-1.9858514023326,36109.3000306892,0.999932028477878,"doctor-think"
"B_s[1,35]",-2.39963582498478,0.000916655227638332,0.175567476887359,-2.75076407109139,-2.51530480326586,-2.39597795366434,-2.2791283380662,-2.0649989558345,36683.9503201938,1.00003114381596,"driver-regret"
"B_s[1,36]",-1.74786449799611,0.00101501444724303,0.17986323647206,-2.11033242229057,-1.86788183019315,-1.74462192560048,-1.62452354330154,-1.40825650448854,31400.7744995225,1.00006928291189,"economist-mislead"
"B_s[1,37]",2.36993419776477,0.000915493315325583,0.18146355575308,2.02502328165876,2.2451603961085,2.36768032772797,2.49135890388387,2.73539211992652,39288.774098609,0.999911743731266,"electrician-disprove"
"B_s[1,38]",1.87008537908171,0.00100504113253771,0.180024330967259,1.52499642587926,1.7494061758017,1.86648656333909,1.98831186729426,2.23406858213818,32084.4603432817,0.999910508882405,"engineer-persuade"
"B_s[1,39]",2.01833575500973,0.000978228163180794,0.179888621127932,1.67571199815876,1.89477137458873,2.0165093458336,2.13924119421083,2.37815574221924,33816.3758471768,0.999955272920534,"executive-know"
"B_s[1,40]",2.09366613068392,0.00098682165057702,0.181709540222725,1.74947917371737,1.96924576933385,2.09037181185217,2.21336516633544,2.45802264080059,33906.1220162774,0.999878114839117,"farmer-persuade"
"B_s[1,41]",-2.15111657046759,0.000954849008951983,0.179092185958786,-2.51093104593465,-2.2690026119395,-2.1482995096275,-2.02807985901917,-1.80987279540357,35179.0308952865,0.999958663276486,"filmmaker-lie"
"B_s[1,42]",2.23031442887977,0.000965134753268155,0.182061201055374,1.88617245099413,2.10528268270862,2.22669545204229,2.3504793928811,2.60441447174409,35584.3386175589,1.00000859189835,"fire fighter-boast"
"B_s[1,43]",-1.89596494110423,0.000858852253741557,0.165749082288589,-2.22738427681628,-2.00631996725114,-1.89441511856106,-1.7831778002222,-1.5784396010105,37244.7742057645,0.999973101035974,"fisherman-love"
"B_s[1,44]",-1.81649275179004,0.000816732184156712,0.152147449104666,-2.11880997410268,-1.91682578067614,-1.8140177785761,-1.71496143029245,-1.52167287883679,34703.2390078829,0.999869788340207,"gambler-like"
"B_s[1,45]",-2.38652257128253,0.000884804668323422,0.178979980115724,-2.74636655458421,-2.50316743688456,-2.38401858616511,-2.26514388348804,-2.04402553327203,40917.9719501466,0.999977692684844,"gardener-remember"
"B_s[1,46]",1.77392163351149,0.000884303920241818,0.163166113786809,1.4620612818246,1.6621650962675,1.77127553379207,1.88216897922086,2.10025418085883,34045.2744142864,0.999902004017409,"guitarist-worry"
"B_s[1,47]",-1.34680071367781,0.000960420624071442,0.164770295096533,-1.6757716335612,-1.45625088618995,-1.3459942788245,-1.23456792784988,-1.02635180846862,29433.0239595234,0.999900752953409,"hacker-boast"
"B_s[1,48]",-2.53899066984987,0.000901761655804959,0.181082789877705,-2.90294943431691,-2.65927394671703,-2.53637589016482,-2.4158316312351,-2.19363239392635,40324.6702519456,0.999933413252895,"hiker-remember"
"B_s[1,49]",-2.36426438978123,0.000899784632997709,0.175421397724153,-2.72001099612376,-2.48018212084439,-2.36119925092222,-2.24506184408979,-2.02842861700655,38009.1353838334,0.999987207613175,"homeowner-hate"
"B_s[1,50]",-2.04190183276961,0.000934302825851931,0.178301941388684,-2.40330650069124,-2.15900732817477,-2.0380538987576,-1.92171515375764,-1.69833611705742,36419.7381497215,0.999954855688311,"inspector-convince"
"B_s[1,51]",1.92824642949765,0.00101006563024009,0.185571087566928,1.57549676269376,1.80190783959321,1.92318286768091,2.05086965001582,2.30377788334323,33753.7041100879,1.00006574772429,"jeweler-remember"
"B_s[1,52]",-2.19178586309324,0.00096540477427396,0.184481763745575,-2.56047815249603,-2.31500067811536,-2.18931430698399,-2.06582346899028,-1.84134354987273,36516.4036975134,0.999902094607344,"journalist-worry"
"B_s[1,53]",-2.42551539074697,0.000874423309870917,0.170855663407771,-2.77059163391162,-2.53818546705795,-2.4235913683888,-2.30875867508075,-2.09597897527097,38178.1874197381,0.999945198463863,"landlord-hope"
"B_s[1,54]",-1.98441682265395,0.000993253259900184,0.18126866179401,-2.34487805784786,-2.10561741404292,-1.98144775539935,-1.86126721768946,-1.63770224914562,33306.2286355759,0.99989167565926,"lawyer-disprove"
"B_s[1,55]",2.02425425928624,0.000962555914605546,0.180150806250275,1.68269074792071,1.89956110276816,2.02079528673431,2.14373577846004,2.38849430776718,35028.4149940652,1.0000207041175,"liquor store owner-tell"
"B_s[1,56]",-1.64798871289627,0.00101205111264125,0.180207490930084,-2.00638133753849,-1.76668255125744,-1.64516629092036,-1.52711192708361,-1.30126818603577,31705.9511756852,0.999948753936275,"literary agent-mislead"
"B_s[1,57]",1.68149226604984,0.000916751710205152,0.165098024181571,1.36202231438769,1.56847587627312,1.67955571398869,1.79208518923806,2.01282187710397,32432.4900919636,0.999921391495967,"little girl-fear"
"B_s[1,58]",-1.59893538634654,0.0010876059761824,0.182190931687975,-1.96605758883127,-1.71995831195977,-1.59618367646844,-1.4762880769782,-1.24831244748524,28061.4651612066,0.999967583412688,"mechanic-notify"
"B_s[1,59]",1.47257721158549,0.000978496437299447,0.173257654488777,1.13791391790993,1.35539584899784,1.47108076207055,1.58767581706965,1.81851099306908,31352.0803892639,0.999999563194519,"model-complain"
"B_s[1,60]",1.10281154228106,0.00120480522746714,0.196183568966089,0.720627261155466,0.970833456323376,1.10118619174032,1.23286688844211,1.49117977471048,26514.9965831337,0.999950176990945,"moderator-congratulate"
"B_s[1,61]",1.85303576391452,0.00106075750062608,0.186001089278335,1.50063665948604,1.72790045015493,1.84856711799136,1.97482949059646,2.23141693786864,30746.71713793,1.00001380262233,"mother-lie"
"B_s[1,62]",0.508073695537881,0.00125293505931406,0.191872563102714,0.136679457104008,0.377423146616346,0.50767318598102,0.635979284023551,0.890807398880321,23451.3922430679,0.999931652590279,"mother-remember"
"B_s[1,63]",-1.20015184502913,0.00107281177121158,0.171998351108338,-1.53667546789976,-1.31577630516214,-1.19992910240184,-1.08272630312432,-0.865486844945202,25704.0470098647,0.999922882247228,"musician-hope"
"B_s[1,64]",-2.01501019371501,0.000990217086782068,0.184636473129852,-2.3881718308812,-2.1387543135134,-2.0109145969981,-1.88865242296346,-1.66518181413673,34767.5557282936,1.00010213156435,"nanny-dissuade"
"B_s[1,65]",1.21924217202758,0.00114468484900922,0.188698039614908,0.856394131436886,1.08958291637698,1.21654077420382,1.34494448121983,1.59511583094395,27174.5841902,0.999948767940562,"news anchor-notify"
"B_s[1,66]",-2.19276285597204,0.000937867093692492,0.180742610423515,-2.55232275833801,-2.31298981508646,-2.18935979372428,-2.06911910592139,-1.84775447913954,37139.7096455758,0.99990982790709,"nurse-know"
"B_s[1,67]",1.85561014654491,0.0010625261948894,0.188426604510768,1.49305244374516,1.72697904746927,1.85388421658935,1.98186606840728,2.23342534237054,31448.8777886941,0.999863648776899,"painter-think"
"B_s[1,68]",-2.04509430519753,0.000971400428500031,0.181194736353445,-2.40742399165001,-2.16562283387222,-2.04141677964408,-1.92123171411857,-1.69870618900959,34793.2160142315,0.999946131193771,"paramedic-hate"
"B_s[1,69]",1.59910932633743,0.00104766636393125,0.184912325667998,1.2432158942188,1.47456990247587,1.59691004235867,1.72087986483319,1.97314592811259,31151.9846386514,0.999960762135623,"pharmacist-notify"
"B_s[1,70]",2.10487799148282,0.000951245492902151,0.180501453637125,1.76165725017569,1.97965409739105,2.10157268526192,2.2253144749362,2.46760052165842,36006.1083004264,0.999887754629316,"pilot-mislead"
"B_s[1,71]",-2.18771795336266,0.000858812684475859,0.166838986065487,-2.52044667772748,-2.2989081523369,-2.18388176244969,-2.07515900637086,-1.86598248526629,37739.6773733699,1.00000032313119,"politician-wish"
"B_s[1,72]",1.85914305110261,0.00101846020784086,0.183541044679257,1.50786668017054,1.73439345581396,1.85575333635641,1.98003348944679,2.22891648240438,32477.1766704401,0.999946531156952,"priest-love"
"B_s[1,73]",1.61999441459068,0.0010883047786259,0.189126204420314,1.25718326240514,1.49310498475403,1.61731124613298,1.74485710811613,2.00417388501466,30199.6800127766,1.00003297793167,"professor-think"
"B_s[1,74]",2.09771723857124,0.000928337977868268,0.176667999970357,1.76055806627093,1.97677241375568,2.09348107736689,2.21548426220478,2.45559634075878,36216.2558673337,0.999886595545584,"programmer-doubt"
"B_s[1,75]",2.14924285187112,0.000957320122623188,0.183055446378835,1.80037675122788,2.02379401533573,2.14480176472328,2.27074540979809,2.51852262663803,36563.767110441,1.00002914664309,"publisher-doubt"
"B_s[1,76]",1.78103386666262,0.00102103044211429,0.184004398328288,1.43170065810782,1.6547082656043,1.77880982838584,1.90241777771934,2.15026119573108,32477.233434196,0.999908961657999,"reporter-dissuade"
"B_s[1,77]",-2.4256831095286,0.000950221132522101,0.180636176143551,-2.78633977246926,-2.54623509860703,-2.42229022882574,-2.30226579704442,-2.08118498391624,36137.6654401704,0.999937077286509,"runner-doubt"
"B_s[1,78]",-2.2801082204972,0.00096170434336713,0.178896062688749,-2.64308085917557,-2.39890667234064,-2.27819346181121,-2.15762317872338,-1.93785588273887,34603.3710507286,0.999929488730367,"sailor-complain"
"B_s[1,79]",-2.09327696384398,0.000923857625852023,0.172181480175735,-2.44070526544504,-2.20811694078272,-2.09086461261117,-1.97549834350597,-1.76457754598369,34734.6380697268,0.999926178958777,"salesman-wish"
"B_s[1,80]",-2.16981742899609,0.000973781948652434,0.180866590240327,-2.53400991481496,-2.29015496343317,-2.16698314945252,-2.04630767640973,-1.82631940413746,34497.9479950544,0.999937334198435,"scholar-dissuade"
"B_s[1,81]",-1.7002167454855,0.00101223493717454,0.177277052363995,-2.05813349913864,-1.81482674365691,-1.69841421691904,-1.58133797867765,-1.35533053901216,30672.0213777328,0.999948457015121,"scientist-disprove"
"B_s[1,82]",-2.07081064662937,0.000957198983025372,0.184856057158345,-2.44219572580525,-2.193657019378,-2.0683682192444,-1.94526112780886,-1.71755562012555,37296.056508626,0.999957801789212,"secretary-fear"
"B_s[1,83]",-2.09587569416219,0.000973936670047186,0.182672745673972,-2.46585246456151,-2.2159099079587,-2.09179974271753,-1.97183318834331,-1.74809487397057,35179.209567502,0.999939310195486,"shopkeeper-doubt"
"B_s[1,84]",2.13537536989391,0.000974325731327463,0.178416943611772,1.79757182782408,2.01443897511571,2.13106539961513,2.25240664513704,2.49516889432524,33532.3388756273,0.999905773402387,"singer-wish"
"B_s[1,85]",2.15869423795328,0.000931910748660654,0.178125137724354,1.81890828002928,2.03736312952693,2.15503523666659,2.2758439414317,2.51875715782174,36534.3836028351,0.999850259960648,"soccer player-love"
"B_s[1,86]",1.80280187476474,0.000959944915223607,0.176046514738154,1.46146843580978,1.68120643600152,1.80184315151444,1.92103079377281,2.14877613746338,33632.7390853617,0.999974127590848,"soldier-fear"
"B_s[1,87]",2.17206948310956,0.000940321680850781,0.182156466619786,1.8234122305845,2.04840387673897,2.17054140862833,2.29195792160956,2.53935331951388,37526.3467799612,0.999967296008821,"strategist-tell"
"B_s[1,88]",0.574229741464502,0.00127751234297879,0.199406225398241,0.183987758955858,0.439528147765671,0.571559815556357,0.707769609070943,0.970636836607549,24363.9228560666,0.999899362048208,"swimmer-like"
"B_s[1,89]",2.18059040073445,0.000924753512455323,0.177574520985939,1.84077300114959,2.05955184159457,2.17739943249335,2.29961495994072,2.53777251422029,36873.0722644366,0.999897973546073,"teacher-apologize"
"B_s[1,90]",2.07679744083799,0.000985595507355742,0.183757428729448,1.72466019146673,1.9531372051735,2.07334861595344,2.19834268629751,2.44671268790037,34761.0094827704,0.999899456253232,"therapist-convince"
"B_s[1,91]",1.81324951883545,0.000925465899120623,0.169205861142085,1.48397805708355,1.69948393513238,1.81031180750686,1.92640520283674,2.14831992606337,33427.9668981,0.99994213873817,"tourist-regret"
"B_s[1,92]",-2.31785298871157,0.00092113485411073,0.181939355353082,-2.68441344220441,-2.43918159709948,-2.315716887398,-2.19327817643937,-1.96828744581485,39012.7776106576,0.999936246704922,"trainer-persuade"
"B_s[1,93]",2.01305300682179,0.000948834251155499,0.181166805888596,1.66362601441241,1.88822980384842,2.01104686764828,2.13488490118937,2.37265193268237,36456.6322865615,0.999977359837952,"travel agent-hope"
"B_s[1,94]",-2.23463636947271,0.00095509543907134,0.181542457602298,-2.60172668051524,-2.35353649348904,-2.23047258407602,-2.11114073609812,-1.88945022597652,36129.57711928,0.999949472527558,"uncle-apologize"
"B_s[1,95]",-2.13554465931761,0.000982760986607049,0.182477153289942,-2.5002297248383,-2.2559855855793,-2.13188127967518,-2.01031625120927,-1.78702893394927,34476.341909839,0.999945486647314,"waiter-worry"
"B_s[1,96]",-2.32790994803161,0.000923375854828307,0.181838398505059,-2.68910610281327,-2.44871519813205,-2.32513267969331,-2.20598662141881,-1.97844382625595,38780.5681552426,0.999936096433332,"zookeeper-tell"
"B_s[2,1]",1.05770317638836,0.00223909229698277,0.307095673329458,0.451810604416987,0.852152901542254,1.05707807447264,1.26620597860186,1.65336439853577,18810.6327120685,0.999968686218767,"accountant-know"
"B_s[2,2]",-0.685046433289184,0.00214508097732416,0.300442267298457,-1.27422586538018,-0.88669265793179,-0.684048452017128,-0.48348621954248,-0.0983333073213935,19617.0942377108,0.999882682792697,"actor-hate"
"B_s[2,3]",1.38082348302397,0.00302294350903131,0.336120396550428,0.728865929558586,1.15500331442848,1.37808688626701,1.60651940536678,2.04538032670724,12363.1651776293,1.00042843884443,"analyst-notify"
"B_s[2,4]",-0.758930055764031,0.00230879065726664,0.312878276971953,-1.36829581905326,-0.968913357128924,-0.757462190486503,-0.550930709192085,-0.142066028861215,18364.6099997897,1.00029151333801,"assistant-wish"
"B_s[2,5]",-0.77627793306514,0.00254510316821878,0.318304932213493,-1.40797227445824,-0.991504369789151,-0.773411697164007,-0.561157413553701,-0.157938783653992,15641.4119119856,1.00009875915281,"baker-know"
"B_s[2,6]",-0.472075024423846,0.00238498549280315,0.298367691872362,-1.04251372228789,-0.674081177604026,-0.476642780542783,-0.274755371991538,0.136709872670763,15650.6401493863,1.00008269714693,"basketball player-hate"
"B_s[2,7]",-0.906188974886116,0.00283584554697354,0.324704578476785,-1.55269009620039,-1.12520594627488,-0.904664259824888,-0.687132630791089,-0.270392340880924,13110.2712658932,1.0002788163268,"batter-worry"
"B_s[2,8]",-1.01240776710076,0.00239534516053871,0.307731080207333,-1.61124041116043,-1.21786541806721,-1.01531996931775,-0.808185825394526,-0.403278151535156,16504.6575451975,0.999978449274224,"bookkeeper-lie"
"B_s[2,9]",0.533235998471954,0.00241294179146707,0.318143889622355,-0.0878544953756026,0.319229202550119,0.533778462019564,0.744980721541027,1.16348983606627,17384.150862463,0.999957868435423,"boss-tell"
"B_s[2,10]",-1.49262902502804,0.0025446449827071,0.309562600291684,-2.09588415608182,-1.70214789451842,-1.49154799442562,-1.285404025333,-0.878465994422425,14799.3476353635,0.999953465939594,"bouncer-dissuade"
"B_s[2,11]",1.08523651706332,0.00239345612616885,0.319169423754882,0.466654175972568,0.869136167246113,1.08666598592387,1.29885843712962,1.70602237014128,17782.4508551935,1.00014431972237,"bricklayer-complain"
"B_s[2,12]",0.825769707435199,0.00226359542249779,0.307007711740666,0.223973968869516,0.620038213559195,0.8277999825735,1.03195548937265,1.42279487775769,18395.0492661705,1.00003421390238,"businesswoman-boast"
"B_s[2,13]",1.45501437712334,0.00220144942826115,0.310521654171981,0.852179969598118,1.24567215946722,1.45278808691018,1.66230150501511,2.06821969368089,19896.0267174155,0.999969269469586,"chef-love"
"B_s[2,14]",0.937462797666248,0.00233311369206796,0.310507347259545,0.318452269508437,0.733042509424008,0.939466212173439,1.14598067516873,1.54359020163482,17712.1775567955,1.00011058469833,"chemist-lie"
"B_s[2,15]",-1.0026199013568,0.00233653586343345,0.313717597236565,-1.60827446574468,-1.21167069853249,-1.00691435701912,-0.79326127421512,-0.381459292679274,18027.390130828,0.999931154144939,"child-apologize"
"B_s[2,16]",1.39241995448755,0.00221851462980056,0.311087292073579,0.784630046164871,1.1833511019562,1.38968547131463,1.59904335173512,2.00916588556781,19662.5548486098,1.00002606981214,"clerk-apologize"
"B_s[2,17]",2.08456920139554,0.002276084019882,0.318833663128233,1.45523608895937,1.87046480728326,2.08446131583277,2.29983732339595,2.70444341655259,19622.3834591423,0.999904491517429,"climber-like"
"B_s[2,18]",0.36965016669129,0.00225837553659473,0.31347287370355,-0.254618371893123,0.160796420202877,0.374335480896642,0.580666213426918,0.971493520826683,19266.7121498344,0.999981310973647,"coach-congratulate"
"B_s[2,19]",-0.369960321011996,0.00232907416674774,0.31370568876654,-0.977215939368458,-0.581650982055632,-0.37090479959682,-0.158413908587515,0.248848577945153,18141.7071388453,1.00031514354119,"concierge-convince"
"B_s[2,20]",-1.71584955592793,0.00271483136630575,0.341082970193731,-2.39126969072361,-1.94409367833556,-1.71306913289329,-1.48505403574524,-1.05415012792147,15784.6281711355,1.00000946761077,"conductor-congratulate"
"B_s[2,21]",-0.946095801496172,0.00253445735476708,0.313199361251173,-1.56991174383007,-1.15462284700501,-0.940501859343715,-0.733305795077843,-0.340314546409513,15271.1505672176,1.00002108481914,"congresswoman-regret"
"B_s[2,22]",-0.870755833641549,0.00233079574339483,0.307737949300827,-1.46809244772797,-1.07930349985183,-0.875773707031796,-0.665607087133869,-0.258250802282464,17432.259338225,0.999993584466832,"contractor-mislead"
"B_s[2,23]",1.02213901912693,0.00233255575229604,0.318497910126773,0.414147892674452,0.804253982923994,1.02012794553413,1.23592138558269,1.6475812654279,18644.4298909086,1.00015390729938,"coroner-persuade"
"B_s[2,24]",-1.27653165147743,0.00227785721474475,0.314008411057342,-1.90235071679406,-1.48589528980438,-1.27326537520252,-1.06828743429066,-0.667630307254519,19003.3237826988,1.00000034487839,"curator-like"
"B_s[2,25]",0.96661217850261,0.0022527117915382,0.309590343631809,0.358433272158061,0.758253840496948,0.966440444518839,1.17605924054929,1.56976235430312,18887.024680831,1.00001889502992,"cyclist-think"
"B_s[2,26]",-1.03123135673705,0.00220324034665871,0.307617182249629,-1.63025232326349,-1.23841003891264,-1.03326753559149,-0.825881629631678,-0.419086668585082,19493.8413629064,0.999930458796589,"dancer-boast"
"B_s[2,27]",0.903656307924759,0.00231441084569628,0.308879181023028,0.294838843285308,0.69825263907258,0.905586977679252,1.11116529601656,1.50199782062001,17811.3305108615,1.00000735380785,"daughter-convince"
"B_s[2,28]",0.163599266810638,0.00249069056732034,0.328909115559948,-0.477854597909944,-0.0610746228898986,0.160507947254731,0.387765350211705,0.815975225877557,17438.6261683567,0.999921630504634,"defendant-hope"
"B_s[2,29]",1.21327879013857,0.00230085378901727,0.316267730701741,0.600818628018635,0.998869494041498,1.21092294914638,1.42308929320096,1.84973187482716,18894.3397964048,1.00007979101178,"deliveryman-regret"
"B_s[2,30]",-1.36041602205237,0.0022807989355527,0.317373438354545,-1.98833910736801,-1.57308796690252,-1.36460803719639,-1.14729926430804,-0.737175014418757,19362.7550146138,0.999954164615273,"detective-disprove"
"B_s[2,31]",0.394419583927682,0.00245960171800281,0.315533545498229,-0.228977368584296,0.184728155327564,0.393927669776352,0.608565909604693,1.00360996110863,16457.4104039042,1.00000883104763,"director-congratulate"
"B_s[2,32]",0.218122728694981,0.00268578091937282,0.320246440379996,-0.400577186060756,0.00235515956909936,0.22021474619562,0.433353083432019,0.842226951670601,14217.6380559559,1.00033379575742,"dishwasher-complain"
"B_s[2,33]",1.07368064129705,0.00234003474966744,0.31125243345249,0.456997352336862,0.866028970792069,1.07474505362784,1.28240990781041,1.68292872872444,17692.1616005602,1.00000529762721,"diver-fear"
"B_s[2,34]",0.632884997585046,0.00238009292204413,0.315668334749332,0.0116680063371923,0.423569741024932,0.634140766690068,0.847511681005218,1.24245655979556,17590.3391440305,1.00010295460351,"doctor-think"
"B_s[2,35]",1.93230515634002,0.00208685260499307,0.306790016884792,1.33148272194606,1.72550326530006,1.93172123070906,2.13599713961314,2.54580174514833,21612.1958788538,0.999898421357204,"driver-regret"
"B_s[2,36]",0.345295370075847,0.00229653761665027,0.309437963001074,-0.273438044791173,0.139502463918009,0.351534476205182,0.553517899285822,0.941384086327476,18155.159140971,1.00006154447166,"economist-mislead"
"B_s[2,37]",-0.853375682648726,0.00211142134236568,0.307684508348232,-1.44959721591191,-1.0595787127598,-0.857063445409698,-0.649823356973782,-0.23998709279253,21235.448929485,0.99996313755853,"electrician-disprove"
"B_s[2,38]",-1.49305785222405,0.0022091237656011,0.31094890621728,-2.11301406754308,-1.70053077488362,-1.49107813450137,-1.28358727919343,-0.887358637468905,19812.4403219567,0.999900576244049,"engineer-persuade"
"B_s[2,39]",-0.999662844584633,0.00232339014688979,0.319236692464502,-1.62237594201121,-1.21690680342647,-0.997186285685799,-0.785119848708143,-0.373281102459527,18879.1013778084,0.999951354778979,"executive-know"
"B_s[2,40]",-0.7862370073448,0.00232658145511944,0.313038019275922,-1.3947350389339,-0.997228777979326,-0.791960306100328,-0.576833133952997,-0.173435249919405,18103.2958868835,1.00010320359688,"farmer-persuade"
"B_s[2,41]",1.54902087686456,0.00220642100801151,0.315625338858714,0.936038512480273,1.33920701589579,1.54576992529054,1.76101873170842,2.17284523578048,20462.8893392722,1.00002078299657,"filmmaker-lie"
"B_s[2,42]",-0.747435139152057,0.00226589101699106,0.317412549717956,-1.36498621108762,-0.961294010376881,-0.747872268361048,-0.538287691702028,-0.116102926942187,19623.2145416125,1.00019136042718,"fire fighter-boast"
"B_s[2,43]",1.40724590579352,0.00231400935925687,0.317333889785136,0.779072041723939,1.19469301737473,1.40661094730484,1.61824047613926,2.03003100003992,18806.2709152377,1.00037516743603,"fisherman-love"
"B_s[2,44]",1.77601851129706,0.00242838024738866,0.328643940861468,1.14067207888834,1.55439113865301,1.77088015818092,1.9929928291899,2.44051623862241,18315.4619191649,1.00002514358365,"gambler-like"
"B_s[2,45]",1.01384155145708,0.00228332128950376,0.310738903431955,0.404629000158667,0.80515430408373,1.01425348422555,1.22435748903876,1.62439966844903,18520.691836517,1.00008980835643,"gardener-remember"
"B_s[2,46]",-0.438539872997889,0.00219154663419851,0.303238825313628,-1.02738016885768,-0.643824605208953,-0.441467404563557,-0.236277645698856,0.158282672945521,19145.5646024427,0.999998835651761,"guitarist-worry"
"B_s[2,47]",0.788879813218102,0.00232585587187468,0.312950846907489,0.183814542811886,0.573712526941977,0.787701455388392,0.996466870807976,1.41091313181714,18104.5053867728,1.00005305166607,"hacker-boast"
"B_s[2,48]",1.01581814075019,0.00212040996700793,0.307744497265998,0.406789962341531,0.807414254709781,1.01884205850592,1.22301240934915,1.6132621584784,21064.0035021563,1.00000002839745,"hiker-remember"
"B_s[2,49]",1.84813690271185,0.00215615426880054,0.310895604391715,1.24842808045352,1.63952419238166,1.84472166137933,2.05146454598734,2.47576732115345,20790.7187006851,1.00005264213482,"homeowner-hate"
"B_s[2,50]",1.77143873767993,0.00227999963330308,0.321851331929618,1.14423164239411,1.55265757594811,1.77254613209986,1.98710122804371,2.40789271564994,19926.9608313124,1.00022234718973,"inspector-convince"
"B_s[2,51]",-0.982545506318775,0.00226917211622313,0.321236187422219,-1.61709507016464,-1.19719072401755,-0.981861861911459,-0.767711808860369,-0.356444362931545,20040.7536333004,1.00019074423104,"jeweler-remember"
"B_s[2,52]",0.240898756946023,0.00248560360168164,0.318191937632442,-0.400922400417552,0.030258050074371,0.247685760754189,0.457342722404758,0.850520066122197,16387.5716466488,0.99999382900101,"journalist-worry"
"B_s[2,53]",1.5449992786216,0.00213645218314719,0.310970910552872,0.927840217257969,1.33744206918858,1.5459347283594,1.75123859712456,2.15463129395572,21186.2052977047,1.00010206562501,"landlord-hope"
"B_s[2,54]",0.551779429023501,0.00286089043929448,0.321395251014295,-0.0875590347014811,0.338743416113204,0.557264940949528,0.767900664676677,1.17139906949396,12620.4969961283,0.999973863170555,"lawyer-disprove"
"B_s[2,55]",-1.30401730309504,0.00214405631961274,0.307464962143687,-1.90811770031531,-1.50923029131332,-1.30284128734098,-1.10042944311141,-0.698700673988754,20564.5346125032,1.0002512295587,"liquor store owner-tell"
"B_s[2,56]",0.763885298385652,0.0024420037619644,0.310323314648765,0.157275959316914,0.556357093997227,0.761634555511415,0.973706992337595,1.37340268531911,16148.6474594302,1.00015634520331,"literary agent-mislead"
"B_s[2,57]",-0.630220213284447,0.00221919561619075,0.302857008796823,-1.2256418146232,-0.831318477382638,-0.629266300147683,-0.429928094339465,-0.0349147394664909,18624.4769860162,0.999902749861474,"little girl-fear"
"B_s[2,58]",1.12375550449384,0.00214829201021756,0.299820390982427,0.538967200119499,0.923691979324076,1.12485986761381,1.32332109041754,1.71405715914957,19477.611799793,1.00015441860239,"mechanic-notify"
"B_s[2,59]",-0.864230753458,0.0025579373924056,0.317924524017646,-1.49455437471653,-1.07391717001372,-0.86268106999824,-0.648439071799831,-0.239256777808458,15447.8569229628,0.99991024216046,"model-complain"
"B_s[2,60]",-1.00617718915555,0.00239051083917933,0.331592481974636,-1.65937701314848,-1.22911851923617,-1.00572499063627,-0.782059942021551,-0.356745151598193,19241.0122652431,0.99988351891477,"moderator-congratulate"
"B_s[2,61]",-0.813781349394023,0.00235378257958704,0.310624321307325,-1.41921809322545,-1.02293333799371,-0.813875462887325,-0.606428162475082,-0.197996284148632,17415.5913559553,0.999980220559119,"mother-lie"
"B_s[2,62]",0.137794165414611,0.00232955628538474,0.308496262452378,-0.467940312407733,-0.0673195934642016,0.13554092172312,0.343709444006627,0.753405615474725,17536.9230907721,0.999933167933465,"mother-remember"
"B_s[2,63]",0.942686784069143,0.00220480620900308,0.302562334287746,0.346872820813644,0.742258125444452,0.941626376085679,1.14530379081885,1.53022172415387,18831.6718473764,1.00014269544101,"musician-hope"
"B_s[2,64]",0.997190057675761,0.00218496565009409,0.308386517480216,0.397630648655446,0.790458898213777,0.994165940211877,1.20223733870797,1.60992159277857,19920.5597551738,1.00025954383123,"nanny-dissuade"
"B_s[2,65]",-0.523144843787567,0.00249055253880577,0.309320999620606,-1.11190087326004,-0.734510179198309,-0.527241259157324,-0.316971184040772,0.0886007888451745,15425.0789152929,1.00010595777548,"news anchor-notify"
"B_s[2,66]",0.92924424149009,0.00215044837080364,0.30659879018814,0.321527904154821,0.724642439302517,0.934335383305687,1.13419249288028,1.52489900550287,20327.4468044431,0.99999623302064,"nurse-know"
"B_s[2,67]",-0.47113069925432,0.00263983084558668,0.321477288462181,-1.10398851570386,-0.686612561988214,-0.467286824295708,-0.254842827009812,0.157420818782446,14830.2473585448,1.00007974924152,"painter-think"
